Function name	Segment	Start	Length	Locals	Arguments	R	F	L	M	O	S	B	T	=	X
Actor_ClearArrivalPos(actor_t *)	.text	0085C290	0000003F	00000000	00000048	R	.	.	.	.	.	.	T	.	.
Actor_ClearKeepClaimedNode(actor_t *)	.text	00861B60	00000050	00000000		R	.	.	.	.	.	.	T	.	.
Actor_ClearMoveHistory(actor_t *)	.text	0085F820	000000AE	00000000	0000009D	R	.	.	.	.	.	.	T	.	.
Actor_ClearPath(actor_t *)	.text	0085E780	00000060	00000000	00000060	R	.	.	.	.	.	.	T	.	.
Actor_ClearPileUp(actor_t *)	.text	0085F650	0000000F	00000000		R	.	.	.	.	.	.	T	.	.
Actor_ClearPotentialThreat(potential_threat_t *)	.text	00896D10	00000004	00000000		R	.	.	.	.	.	.	T	.	.
Actor_ClearScriptOrient(actor_t *)	.text	00886A30	0000005B	00000010	00000008	R	.	.	.	.	.	.	T	.	.
Actor_ClearUseEnemyGoal(actor_t *)	.text	00867410	00000039	00000004		R	.	.	.	.	.	.	T	.	.
Actor_ClipPathToGoal(actor_t *)	.text	0085F660	00000071	000000BC	00000004	R	.	.	.	.	.	.	T	.	.
Actor_CustomAnim_Start(actor_t *,ai_state_t)	.text	005A63E0	00000017	00000000		R	.	.	.	.	.	.	T	.	.
Actor_CustomAnim_Think(actor_t *)	.text	005A6400	00000119	00000008	0000001C	R	.	.	.	.	.	.	T	.	.
Actor_Death_Cleanup	.text	0086F0D0	000000BB	00000008	00000004	R	.	.	.	.	.	.	T	.	.
Actor_Death_Start(actor_t *,ai_state_t)	.text	0086EF90	0000009F	00000028		R	.	.	.	.	.	.	T	.	.
Actor_Death_Think(actor_t *)	.text	0086F190	00000110	00000004	00000010	R	.	.	.	.	.	.	T	.	.
Actor_DebugDrawNodesInVolume(actor_t *)	.text	0085CE90	0000013E	00001810	00000004	R	.	.	.	.	.	.	T	.	.
Actor_DecideOrientation(actor_t *)	.text	00886830	00000135	00000000	00000034	R	.	.	.	.	.	.	T	.	.
Actor_Die(gentity_t *,gentity_t *,gentity_t *,int,int,Weapon,vec3_t const *,hitLocation_t,int)	.text	0085C910	0000046D	00000408	0000F983	R	F	.	.	.	.	.	T	.	.
Actor_DissociateSentient(actor_t *,sentient_t *,team_t)	.text	00861770	000000FC	00000000	00000010	.	.	.	.	.	.	.	T	.	.
Actor_DoMove(actor_t *)	.text	00868250	0000086A	00000324	00000004	R	.	.	.	.	.	.	T	.	.
Actor_Dog_Attack	.text	0086F3B0	000000D8	00000000	00000001	R	.	.	.	.	.	.	T	.	.
Actor_Dog_Exposed_Finish(actor_t *,ai_state_t)	.text	0086F300	00000019	00000000		R	.	.	.	.	.	.	T	.	.
Actor_Dog_Exposed_Start(actor_t *,ai_state_t)	.text	0086F2A0	00000055	00000000		R	.	.	.	.	.	.	T	.	.
Actor_Dog_Exposed_Think(actor_t *)	.text	00870700	0000060B	00000058	00000040	R	.	.	.	.	.	.	T	.	.
Actor_Dog_GetEnemyPos	.text	0086F6D0	00000140	000001D8	00000008	R	.	.	.	.	.	.	T	.	.
Actor_Dog_IsEnemyInAttackRange	.text	008705C0	00000135	00000030	00000014	R	.	.	.	.	.	.	T	.	.
Actor_Dog_IsInSyncedMelee	.text	0086F320	00000065	00000000	00000018	R	.	.	.	.	.	.	T	.	.
Actor_Dog_IsTurnScriptRunning	.text	0086F690	00000035	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
Actor_Dog_ObstacleInPath	.text	0086F810	00000122	00001010	0000011C	R	.	.	.	.	.	.	T	.	.
Actor_Dog_PredictPosition(gentity_t const *,vec3_t &)	.text	0086FA40	00000195	00000028	00000095	R	.	.	.	.	.	.	T	.	.
Actor_Dog_ShouldAttack	.text	0086FBE0	0000021E	0000004C	00000058	R	.	.	.	.	.	.	T	.	.
Actor_Dog_ShouldTurn	.text	0086F9E0	0000005D	00000004	00006A00	R	.	.	.	.	.	.	T	.	.
Actor_DropPointToFloor	.text	0085B830	00000113	00000088	0000003C	R	.	.	.	.	.	.	T	.	.
Actor_DumpEvents	.text	008710E0	00000079	00000000	00000014	R	.	.	.	.	.	.	T	.	.
Actor_EnemyInPathFightDist	.text	0085E3F0	000000F0	00000000		R	.	.	.	.	.	.	T	.	.
Actor_EntInfo(gentity_t *,vec3_t &)	.text	00862C60	00001DA0	0000097C	00000038	R	.	.	.	.	.	.	T	.	.
Actor_EnterAlertState(actor_t *)	.text	00896DF0	00000040	00000000	00000004	R	.	.	.	.	.	.	T	.	.
Actor_EnterCombatState(actor_t *)	.text	00896E30	00000035	00000000		R	.	.	.	.	.	.	T	.	.
Actor_EventBullet	.text	00871800	00000001	00000000	00000018	R	.	.	.	.	.	.	T	.	.
Actor_EventDeath	.text	00871590	00000085	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Actor_EventDefaultRadiusSqrd(ai_event_t)	.text	00871070	00000067	00000018	00000008	R	.	.	.	.	.	.	T	.	.
Actor_EventExplosion	.text	00871620	00000120	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Actor_EventFootstep	.text	00871330	0000007A	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Actor_EventGrenadePing	.text	00871740	00000059	00000030	0000000C	R	.	.	.	.	.	.	T	.	.
Actor_EventGunshot	.text	008717A0	00000055	00000000	00000035	R	.	.	.	.	.	.	T	.	.
Actor_EventListener_First(ai_event_t,int)	.text	00870FD0	00000017	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
Actor_EventListener_GetEntity(int)	.text	00870ED0	00000049	00000000	00000048	R	.	.	.	.	.	.	T	.	.
Actor_EventListener_Next(int,ai_event_t,int)	.text	00870DE0	000000A0	00000000	00000025	R	.	.	.	.	.	.	T	.	.
Actor_EventListener_NotifyToListener(gentity_t *,gentity_t *,ai_event_t,vec3_t const &)	.text	00870F20	000000AD	00000000	00000014	R	.	.	.	.	.	.	T	.	.
Actor_EventListener_RemoveEntity(int)	.text	00870D40	0000009E	00000000	00000020	R	.	.	.	.	.	.	T	.	.
Actor_ExitingClaimNode	.text	0085DF70	000000C0	00000000	00000024	R	.	.	.	.	.	.	T	.	.
Actor_Exposed_CheckLockGoal	.text	00872590	000000EE	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
Actor_Exposed_CheckStopMovingAndStartCombat	.text	00872AD0	000001B6	00000008	0000001C	R	.	.	.	.	.	.	T	.	.
Actor_Exposed_Combat	.text	00872680	0000014A	0000000C	00000004	R	.	.	.	.	.	.	T	.	.
Actor_Exposed_DecideSubState	.text	00872C90	000001E3	00000000	00000030	R	.	.	.	.	.	.	T	.	.
Actor_Exposed_FindReacquireNode(actor_t *)	.text	00872E70	0000001C	00000000	00000030	R	.	.	.	.	.	.	T	.	.
Actor_Exposed_FindReacquireProximatePath(actor_t *,bool)	.text	00873590	00000070	00000010	00000004	R	.	.	.	.	.	.	T	.	.
Actor_Exposed_Finish(actor_t *,ai_state_t)	.text	00872840	00000024	00000004	00000004	R	.	.	.	.	.	.	T	.	.
Actor_Exposed_FlashBanged(actor_t *)	.text	00873A30	00000077	00000000	00000020	.	.	.	.	.	.	.	T	.	.
Actor_Exposed_GetReacquireNode(actor_t *)	.text	00872E90	00000010	00000000		R	.	.	.	.	.	.	T	.	.
Actor_Exposed_IsShortMove	.text	008737D0	0000008E	00001034		R	.	.	.	.	.	.	T	.	.
Actor_Exposed_MoveToGoal_Move	.text	00873760	0000006B	00000000	00000024	R	.	.	.	.	.	.	T	.	.
Actor_Exposed_NonCombat_Anim	.text	00873860	00000038	00000000		R	.	.	.	.	.	.	T	.	.
Actor_Exposed_NonCombat_Think	.text	008738A0	0000018A	0000000C	00000020	R	.	.	.	.	.	.	T	.	.
Actor_Exposed_ReacquireStepMove(actor_t *,float)	.text	00873100	00000050	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Actor_Exposed_Reaction(actor_t *)	.text	00873AB0	0000007A	0000000C	0000001C	R	.	.	.	.	.	.	T	.	.
Actor_Exposed_Resume(actor_t *,ai_state_t)	.text	00872870	00000080	00000000	00000004	R	.	.	.	.	.	.	T	.	.
Actor_Exposed_Start(actor_t *,ai_state_t)	.text	008727D0	0000006A	00000000	00000020	R	.	.	.	.	.	.	T	.	.
Actor_Exposed_Think(actor_t *)	.text	00873B30	00000240	00000008	00000020	R	.	.	.	.	.	.	T	.	.
Actor_Exposed_Touch(actor_t *,gentity_t *)	.text	00873D70	00000090	00000004	00000004	R	.	.	.	.	.	.	T	.	.
Actor_Exposed_UseReacquireNode(actor_t *,pathnode_t *)	.text	00872F40	00000001	0000001C		R	.	.	.	.	.	.	T	.	.
Actor_FaceEnemy(actor_t *,ai_orient_t *)	.text	00886320	00000163	00000010	00000048	R	.	.	.	.	.	.	T	.	.
Actor_FaceEnemyOrMotion	.text	00886650	00000060	00000000	00000024	R	.	.	.	.	.	.	T	.	.
Actor_FaceEnemyOrMotionSidestep	.text	008866B0	000001C1	0000001C	00000034	R	.	.	.	.	.	.	T	.	.
Actor_FaceLikelyEnemyPath(actor_t *,ai_orient_t *)	.text	00886280	00000095	00000000	00000044	R	.	.	.	.	.	.	T	.	.
Actor_FaceMotion	.text	00885D50	000001A0	0000001C	00000018	R	.	.	.	.	.	.	T	.	.
Actor_FaceVector(ai_orient_t *,vec3_t const &)	.text	00885C60	000000E7	00000010	00000008	R	.	.	.	.	.	.	T	.	.
Actor_FaceVectorSnapToMovementQuadrant	.text	00885810	00000448	0000003C	0000003C	R	.	.	.	.	.	.	T	.	.
Actor_FindClaimedNode	.text	008656F0	00000269	00000010	000000E0	R	.	.	.	.	.	.	T	.	.
Actor_FindPath(actor_t *,vec3_t &,pathnode_t *,int,int)	.text	008660C0	00000250	0000007C	00000100	R	.	.	.	.	.	.	T	.	.
Actor_FindPathInGoalWithLOS(actor_t *,vec3_t const &,float,bool)	.text	008668C0	000000C0	00000034	00000009	R	.	.	.	.	.	.	T	.	.
Actor_FindPathToClaimNode(actor_t *,pathnode_t *,int,int)	.text	00869250	00000237	00000012	00000A74	R	.	.	.	.	.	.	T	.	.
Actor_FindPathToFixedNode(actor_t *)	.text	008697B0	000002D0	0000004A	00000038	R	.	.	.	.	.	.	T	.	.
Actor_FindPathToGoal(actor_t *)	.text	00869DA0	00000215	00000030	00000071	R	.	.	.	.	.	.	T	.	.
Actor_FindPathToGoalDirect(actor_t *)	.text	00869160	000000E6	00000004	00000A38	R	.	.	.	.	.	.	T	.	.
Actor_FindPathToGoalDirectInternal	.text	00868C30	00000526	000000A4	00000008	R	.	.	.	.	.	.	T	.	.
Actor_FindPathToGoalNearestNode	.text	0086F490	0000018C	00000348		R	.	.	.	.	.	.	T	.	.
Actor_FindPathToNode(actor_t *,pathnode_t *,int,int)	.text	00866440	000001F0	00000018	0000000C	R	.	.	.	.	.	.	T	.	.
Actor_FindPathToSentient(actor_t *,sentient_t *,int)	.text	008666D0	00000008	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Actor_FinishSpawning(actor_t *)	.text	0085BA70	0000027D	00000000	00000030	R	.	.	.	.	.	.	T	.	.
Actor_FinishSpawningAll(bool)	.text	00861520	00000248	00000020	00000008	R	.	.	.	.	.	.	T	.	.
Actor_FirstActor(int)	.text	0085BEE0	000000B1	00000004	0000000C	R	.	.	.	.	.	.	T	.	.
Actor_FixedLinkPhysicsFallback	.text	00869FC0	000000B5	00000000	00000086	R	.	.	.	.	.	.	T	.	.
Actor_FlagEnemyUnattackable(actor_t *)	.text	00894CA0	000000A9	00000000	000003B0	R	.	.	.	.	.	.	T	.	.
Actor_ForceState(actor_t *,ai_state_t)	.text	008927C0	00000099	00000000		R	.	.	.	.	.	.	T	.	.
Actor_Free(actor_t *)	.text	00860D00	000002B0	00000030	00000020	R	.	.	.	.	.	.	T	.	.
Actor_FreeExpendable(void)	.text	00860FB0	0000056D	00000020	00000030	R	.	.	.	.	.	.	T	.	.
Actor_FullyAwareOfEnemy(actor_t *)	.text	00896C70	0000006E	00000000	00000004	R	.	.	.	.	.	.	T	.	.
Actor_Generic_Resume(actor_t *,ai_state_t)	.text	00876AC0	00000067	00000000		R	.	.	.	.	.	.	T	.	.
Actor_Generic_Suspend(actor_t *,ai_state_t)	.text	008769E0	000000E0	00000008	00000011	R	.	.	.	.	.	.	T	.	.
Actor_Generic_Touch(actor_t *,gentity_t *)	.text	00876B80	00000030	00000000		R	.	.	.	.	.	.	T	.	.
Actor_Get	.text	00889C60	00000063	00000000	00000028	R	.	.	.	.	.	.	T	.	.
Actor_GetAnglesToLikelyEnemyPath(actor_t *)	.text	00886000	0000028A	00000030	00000060	R	.	.	.	.	.	.	T	.	.
Actor_GetAnimDeltas(actor_t *,vec2_t &,vec3_t &)	.text	0085E7E0	0000013F	00000000	0000006C	R	.	.	.	.	.	.	T	.	.
Actor_GetBodyPlantAngles(int,int,vec3_t const &,float,float *,float *,float *)	.text	0086E320	000001B5	00000068	0000003C	R	.	.	.	.	.	.	T	.	.
Actor_GetClosestDirectionSecondary	.text	00896700	0000014D	00000608	00000014	R	.	.	.	.	.	.	T	.	.
Actor_GetDebugEyePosition(actor_t *,vec3_t &)	.text	0088F930	000000BB	00000000	000083FF	R	F	.	.	.	.	.	T	.	.
Actor_GetEyeDirection(actor_t *,vec3_t &)	.text	0088F9F0	00000050	00000004		R	.	.	.	.	.	.	T	.	.
Actor_GetEyeOffset(actor_t *,vec3_t &)	.text	0088FA40	00000045	00000004	00000018	R	.	.	.	.	.	.	T	.	.
Actor_GetLastKnownEnemyPos(actor_t *,gentity_t const *,vec3_t &)	.text	0088F6D0	00000014	00000000	00000010	R	.	.	.	.	.	.	T	.	.
Actor_GetLastKnownEnemyPosWithDuration(actor_t *,gentity_t const *,int,vec3_t &)	.text	0088F610	000000BE	0000000C	0000000C	R	.	.	.	.	.	.	T	.	.
Actor_GetMethod(char const * *,int *,int *)	.text	0088DE90	0000008A	00000000	00000010	R	.	.	.	.	.	.	T	.	.
Actor_GetMoveHistoryAverage(actor_t *,vec3_t &)	.text	0085F8D0	00000197	00000004	000000EC	R	.	.	.	.	.	.	T	.	.
Actor_GetMuzzleInfo(actor_t *,vec3_t *,vec3_t *)	.text	0088FBD0	00000153	00000034	00000050	R	.	.	.	.	.	.	T	.	.
Actor_GetNodeOffset	.text	0085E150	000001A4	00000010	00000018	R	.	.	.	.	.	.	T	.	.
Actor_GetPerfectInfo(actor_t *,sentient_t *)	.text	00890FA0	00000081	00000004		R	.	.	.	.	.	.	T	.	.
Actor_GetStopAnim(actor_t *)	.text	0086B940	00000010	00000000		R	.	.	.	.	.	.	T	.	.
Actor_GetTargetEntity(actor_t *)	.text	0085CFD0	000000B0	00000000	00000011	R	.	.	.	.	.	.	T	.	.
Actor_GetTargetLookPosition(actor_t *,vec3_t &)	.text	0085D340	00000012			R	.	.	.	.	.	B	T	.	.
Actor_GetTargetPosition(actor_t *,vec3_t &)	.text	0085D250	000000EC	00000000	00000064	R	.	.	.	.	.	.	T	.	.
Actor_GetTargetSentient(actor_t *)	.text	0085D080	000000B6	00000044	00000004	R	.	.	.	.	.	.	T	.	.
Actor_GetTeamMoveStatus	.text	00893FC0	000009F0	000001EC	0000006C	R	.	.	.	.	.	.	T	.	.
Actor_GetThreatBias(int,int)	.text	00894C20	00000074	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Actor_HadPath(actor_t *)	.text	0085E6D0	0000005F	00000004		R	.	.	.	.	.	.	T	.	.
Actor_HandleInvalidPath	.text	0085E030	000000B0	00000000	00000010	R	.	.	.	.	.	.	T	.	.
Actor_HasPath(actor_t *)	.text	0085E690	00000035	00000000		R	.	.	.	.	.	.	T	.	.
Actor_InPain(actor_t const *)	.text	00886A90	000000C6	00000000	00000030	R	.	.	.	.	.	.	T	.	.
Actor_InScriptedState(actor_t const *)	.text	0085C8B0	00000059	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Actor_IncrementThreatTime	.text	00896440	000000C3	00000000	00000004	R	.	.	.	.	.	.	T	.	.
Actor_InitActorState	.text	00860AA0	000000D0	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Actor_InitAnim(actor_t *)	.text	0086B3E0	00000083	00000000		R	.	.	.	.	.	.	T	.	.
Actor_InitAnimScript(actor_t *)	.text	0085BCF0	000001F0	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Actor_InitLookAt(actor_t *)	.text	00876BB0	0000006E	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
Actor_InitMove(actor_t *)	.text	0086A550	00000249	00005048	00000010	R	.	.	.	.	.	.	T	.	.
Actor_InitPath(actor_t *)	.text	0085E730	0000004B	00000000	00000050	R	.	.	.	.	.	.	T	.	.
Actor_InitPotentialTarget	.text	00896510	000000CB	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
Actor_InitSecondaryTarget	.text	008965E0	000000BC	00000200	00000018	R	.	.	.	.	.	.	T	.	.
Actor_InitThreatBiasGroups(void)	.text	00894BD0	00000045	00000000	0000004C	R	.	.	.	.	.	.	T	.	.
Actor_IsAlongPath	.text	008658D0	00000322	0000000C	000000DC	R	.	.	.	.	.	.	T	.	.
Actor_IsAtGoal(actor_t *)	.text	00868A10	00000005	00000000		R	.	.	.	.	.	.	T	.	.
Actor_IsAtScriptGoal(actor_t *)	.text	00865270	0000013A	00000000	0000005D	R	.	.	.	.	.	.	T	.	.
Actor_IsDodgeEntity(actor_t *,int)	.text	0085D500	00000090	00000004	0000000C	R	.	.	.	.	.	.	T	.	.
Actor_IsDoingReacquire(actor_t *)	.text	008730B0	00000050	00000000		R	.	.	.	.	.	.	T	.	.
Actor_IsDying(actor_t const *)	.text	0085CD80	0000003C	00000000		R	.	.	.	.	.	.	T	.	.
Actor_IsFixedNodeUseable	.text	00865EC0	000001FF	00000014	000000CD	R	.	.	.	.	.	.	T	.	.
Actor_IsFullyAware	.text	00895A50	0000018F	00000010	00000024	R	.	.	.	.	.	.	T	.	.
Actor_IsInAnyBadPlace(actor_t *)	.text	0086C6C0	00000115	00001114	00000008	R	.	.	.	.	.	.	T	.	.
Actor_IsInsideArc(actor_t *,vec3_t const &,float,float,float,float)	.text	00860930	0000008D	00000000	00000014	R	.	.	.	.	.	.	T	.	.
Actor_IsMoving(actor_t *)	.text	00860770	00000010	00000000		R	.	.	.	.	.	.	T	.	.
Actor_IsMovingToMeleeAttack	.text	0085E920	00000030	00000000		R	.	.	.	.	.	.	T	.	.
Actor_IsNearClaimedNode(actor_t *)	.text	00865530	0000013C	00000004	000000F0	R	.	.	.	.	.	.	T	.	.
Actor_IsOnSameTeam	.text	00871270	000000E7	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
Actor_IsSimilarTarget	.text	008966A0	00000055	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
Actor_IsValidClaimNode(actor_t *,pathnode_t const *)	.text	0085F340	00000054	00000000	0000001C	R	.	.	.	.	.	.	T	.	.
Actor_KeepClaimedNode(actor_t *)	.text	00861A60	000000FC	00000008	00000FF3	R	F	.	.	.	.	.	T	.	.
Actor_KillAnimScript(actor_t *)	.text	0086B490	00000093	00000000	00000030	R	.	.	.	.	.	.	T	.	.
Actor_KnowAboutEnemy(actor_t *)	.text	0088F480	00000058	00000000		R	.	.	.	.	.	.	T	.	.
Actor_MayReacquireMove(actor_t *)	.text	0085F800	0000001D	00000000		R	.	.	.	.	.	.	T	.	.
Actor_Melee(actor_t *,vec3_t const *,vec3_t const *)	.text	0086B120	000002CC	0000010C	00000010	R	.	.	.	.	.	.	T	.	.
Actor_MoveAlongPathWithTeam(actor_t *,AI_MOVE_MODE,bool,bool)	.text	008949B0	0000021F	0000000A	000003AC	R	.	.	.	.	.	.	T	.	.
Actor_MoveAwayNoWorse	.text	00864A00	0000010A	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Actor_NearClaimNode(actor_t *,float)	.text	0085F290	000000A3	00000000	00000044	R	.	.	.	.	.	.	T	.	.
Actor_Negotiation_Start(actor_t *,ai_state_t)	.text	00884AE0	00000049	00000000		R	.	.	.	.	.	.	T	.	.
Actor_NextActor(actor_t *,int)	.text	0085BFA0	00000186	00000004	0000001C	R	.	.	.	.	.	.	T	.	.
Actor_NodeClaimRevoked(actor_t *,int)	.text	00861870	00000100	00000068	00000004	R	.	.	.	.	.	.	T	.	.
Actor_NumActors(int)	.text	0085C1B0	000000DE	00000000	00000031	R	.	.	.	.	.	.	T	.	.
Actor_NumFreeActors(void)	.text	0085C130	00000073	00000000	00000020	R	.	.	.	.	.	.	T	.	.
Actor_OrientCorpseToGround(gentity_t *,int)	.text	0086E4E0	000002E0	00000018	00000020	R	.	.	.	.	.	.	T	.	.
Actor_OrientPitchToGround(gentity_t *,int)	.text	0086E7C0	00000328	00000048	00000014	R	.	.	.	.	.	.	T	.	.
Actor_Pain(gentity_t *,gentity_t *,int,vec3_t const *,int,vec3_t const *,hitLocation_t,Weapon)	.text	00862830	00000429	00000404	00000024	R	.	.	.	.	.	.	T	.	.
Actor_Pain_Start(actor_t *,ai_state_t)	.text	00886AD0	00000005	00000000		R	.	.	.	.	.	.	T	.	.
Actor_Pain_Think(actor_t *)	.text	00886BF0	0000014D	00000034	00000014	R	.	.	.	.	.	.	T	.	.
Actor_PathEndActions	.text	0085EB20	00000327	0000012A	00000068	R	.	.	.	.	.	.	T	.	.
Actor_Physics(actor_physics_t *)	.text	00889B50	00000087	00000000	00000009	R	.	.	.	.	.	.	T	.	.
Actor_PhysicsAndDodge	.text	00867C90	000005B9	00000040	00000004	.	.	.	.	.	.	.	T	.	.
Actor_PhysicsCheckMoveAwayNoWorse	.text	00864BA0	000000CB	0000000C	00000098	R	.	.	.	.	.	.	T	.	.
Actor_PhysicsMoveAway	.text	00864C70	00000600	00000054	00000098	R	.	.	.	.	.	.	T	.	.
Actor_PhysicsRestoreInputs	.text	0085D740	00000041	00000000		R	.	.	.	.	.	.	T	.	.
Actor_Physics_1(actor_physics_t *)	.text	008898D0	00000357	00000000	0000002C	R	.	.	.	.	.	.	T	.	.
Actor_Physics_z(actor_physics_t *)	.text	00889BE0	00000073	00000024	00000015	R	.	.	.	.	.	.	T	.	.
Actor_PointAt(vec3_t const &,vec3_t const &)	.text	0085DEE0	00000086	00000008	00000024	R	.	.	.	.	.	.	T	.	.
Actor_PointAtGoal(vec3_t const &,actor_goal_s const *)	.text	0085DD30	0000008E	00000000	00000060	R	.	.	.	.	.	.	T	.	.
Actor_PointInFov(actor_t *,vec3_t const &)	.text	0088FA90	00000134	00000010	0000002C	R	.	.	.	.	.	.	T	.	.
Actor_PointNear(vec3_t const &,vec3_t const &)	.text	0085DB40	00000087	00000000	000000AC	R	.	.	.	.	.	.	T	.	.
Actor_PointNearClaimNode(actor_t const *,vec3_t const &)	.text	0085DC60	000000D0	00000000	00000024	R	.	.	.	.	.	.	T	.	.
Actor_PointNearNode(vec3_t const &,pathnode_t const *)	.text	0085DBD0	00000085	00000000	00000054	R	.	.	.	.	.	.	T	.	.
Actor_PointNearPoint(vec3_t const &,vec3_t const &,float)	.text	0085DDC0	0000008D	00000050	00000008	R	.	.	.	.	.	.	T	.	.
Actor_PointNearPointSqDist(vec3_t const &,vec3_t const &,float)	.text	0085DE50	00000087	00000000	00000048	R	.	.	.	.	.	.	T	.	.
Actor_PopState(actor_t *)	.text	00892700	0000001B	00000000		.	.	.	.	.	.	.	T	.	.
Actor_PostPhysics(actor_physics_t *)	.text	00887A10	00000024	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Actor_PostThink(actor_t *)	.text	0086A430	00000120	00000000	0000005E	R	.	.	.	.	.	.	T	.	.
Actor_PotentialThreat_Debug	.text	00896D20	000000C3	0000001C	0000000C	R	.	.	.	.	.	.	T	.	.
Actor_PreThink(actor_t *)	.text	00861C90	000000E5	00000000	00000020	R	.	.	.	.	.	.	T	.	.
Actor_PredictAnim(actor_t *)	.text	0085F3A0	00000079	00000000	00000088	R	.	.	.	.	.	.	T	.	.
Actor_PredictOriginAndAngles(actor_t *)	.text	0086A350	000000DD	0000000C	0000005A	R	.	.	.	.	.	.	T	.	.
Actor_PrepareToPushState	.text	00892860	00000161	00000004		R	.	.	.	.	.	.	T	.	.
Actor_PushState(actor_t *,ai_state_t)	.text	008929C0	000000EE	00000000		R	.	.	.	.	.	.	T	.	.
Actor_ReacquireDoneBehavior	.text	00872A00	000000CD	00000000	00000014	R	.	.	.	.	.	.	T	.	.
Actor_RecalcPath(actor_t *)	.text	00866310	0000012C	00000034	000000B4	R	.	.	.	.	.	.	T	.	.
Actor_ReceiveLineEvent(actor_t *,gentity_t *,gentity_t *,ai_event_t,vec3_t const &,vec3_t const &,vec3_t const &,float,float)	.text	00871D30	00000139	00000028	00000020	R	.	.	.	.	.	.	T	.	.
Actor_ReceivePointEvent(actor_t *,gentity_t *,ai_event_t,vec3_t const &,float,float)	.text	008719D0	00000355	00000014	00000014	R	.	.	.	.	.	.	T	.	.
Actor_RecentlySeeEnemy(actor_t *)	.text	00891030	00000023	00000000	00000015	R	.	.	.	.	.	.	T	.	.
Actor_RecentlySeeSentient(actor_t *,sentient_t *,int)	.text	00890920	000000E3	00000000	0000001C	R	.	.	.	.	.	.	T	.	.
Actor_ResetLookahead	.text	00865670	00000077	00000000	000000D8	R	.	.	.	.	.	.	T	.	.
Actor_ResumePopedState	.text	00892030	00000053	0000003C		R	.	.	.	.	.	.	T	.	.
Actor_ResumeState	.text	00891F50	000000D2	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
Actor_ScriptedAnim_Finish(actor_t *,ai_state_t)	.text	005A6200	00000050	00000000	00000014	R	.	.	.	.	.	.	T	.	.
Actor_ScriptedAnim_Start(actor_t *,ai_state_t)	.text	005A61D0	00000030	00000000	00000010	R	.	.	.	.	.	.	T	.	.
Actor_ScriptedAnim_Think(actor_t *)	.text	005A6250	00000146	00000000	00000124	R	.	.	.	.	.	.	T	.	.
Actor_SetAnglesToLikelyEnemyPath(actor_t *)	.text	00885EF0	00000110	00000010	00000054	R	.	.	.	.	.	.	T	.	.
Actor_SetAnimScript(actor_t *,scr_animscript_t *,uchar,ai_animmode_t,scriptAnimAIFunctionTypes_t)	.text	0086B5B0	000001C0	0000000C	00000091	R	.	.	.	.	.	.	T	.	.
Actor_SetBodyAngle(actor_t *,float)	.text	00884F00	000000BC	00002878	00000004	R	.	.	.	.	.	B	T	.	.
Actor_SetDesiredAngles(ai_orient_t *,float,float)	.text	00884DE0	00000068	0000000C	0000000C	R	.	.	.	.	.	.	T	.	.
Actor_SetDesiredBodyAngle(ai_orient_t *,float)	.text	00884D90	00000045	00000000	00000020	R	.	.	.	.	.	.	T	.	.
Actor_SetFlashed(actor_t *,int,float)	.text	00860780	00000082	00000000	00000018	R	.	.	.	.	.	.	T	.	.
Actor_SetGoalHeight(actor_goal_s *,float)	.text	008608A0	0000001E	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Actor_SetGoalRadius(actor_goal_s *,float)	.text	00860810	00000085	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Actor_SetLookAngles(actor_t *,float,float)	.text	00884E50	000000A6	00000010	0000000C	R	.	.	.	.	.	.	T	.	.
Actor_SetLookAt(actor_t *,vec3_t const &,float)	.text	00876CF0	00000030	00000000	00000010	R	.	.	.	.	.	.	T	.	.
Actor_SetLookAtAnimNodes(actor_t *,ushort,ushort,ushort)	.text	00876C20	000000A0	00000000	00000012	R	.	.	.	.	.	.	T	.	.
Actor_SetLookAtYawLimits(actor_t *,float,float,float)	.text	00876D50	00000136	00000004	00000014	R	.	.	.	.	.	.	T	.	.
Actor_SetMeleeAttackSpot	.text	0086FE00	000002FA	000000E8	000001B0	R	.	.	.	.	.	.	T	.	.
Actor_SetMoveMode	.text	0086B530	00000080	00000000	00000005	.	.	.	.	.	.	.	T	.	.
